0.000000	0.000000
0.000008	0.000000
0.005786	0.000000
0.005786	0.000071
0.006469	0.000071
0.006469	0.000141
0.006634	0.000141
0.006634	0.000212
0.006760	0.000212
0.006776	0.000212
0.006862	0.000212
0.006878	0.000212
0.007891	0.000212
0.007891	0.000283
0.009060	0.000283
0.009076	0.000283
0.010693	0.000283
0.010693	0.000353
0.011628	0.000353
0.011643	0.000353
0.011965	0.000353
0.011965	0.000424
0.011973	0.000424
0.011989	0.000424
0.012805	0.000424
0.012805	0.000495
0.013441	0.000495
0.013441	0.000565
0.017736	0.000565
0.017736	0.000636
0.019196	0.000636
0.019212	0.000636
0.019526	0.000636
0.019526	0.000707
0.019879	0.000707
0.019879	0.000777
0.020036	0.000777
0.020036	0.000848
0.020955	0.000848
0.020955	0.000919
0.021936	0.000919
0.021936	0.000989
0.021952	0.000989
0.021952	0.001060
0.022133	0.001060
0.022133	0.001131
0.023915	0.001131
0.023931	0.001131
0.024213	0.001131
0.024229	0.001131
0.024904	0.001131
0.024904	0.001201
0.027008	0.001201
0.027008	0.001272
0.027974	0.001272
0.027990	0.001272
0.028155	0.001272
0.028170	0.001272
0.028382	0.001272
0.028398	0.001272
0.030526	0.001272
0.030541	0.001272
0.034373	0.001272
0.034373	0.001343
0.035213	0.001343
0.035213	0.001413
0.036265	0.001413
0.036281	0.001413
0.037670	0.001413
0.037670	0.001484
0.037827	0.001484
0.037827	0.001555
0.038503	0.001555
0.038503	0.001625
0.038620	0.001625
0.038620	0.001696
0.039194	0.001696
0.039194	0.001767
0.043206	0.001767
0.043206	0.001837
0.043802	0.001837
0.043818	0.001837
0.043959	0.001837
0.043959	0.001908
0.045192	0.001908
0.045192	0.001979
0.048968	0.001979
0.048968	0.002049
0.049416	0.002049
0.049432	0.002049
0.049589	0.002049
0.049589	0.002120
0.050947	0.002120
0.050947	0.002191
0.051230	0.002191
0.051230	0.002261
0.052768	0.002261
0.052768	0.002332
0.052831	0.002332
0.052831	0.002402
0.052886	0.002402
0.052886	0.002473
0.054590	0.002473
0.054590	0.002544
0.055289	0.002544
0.055289	0.002614
0.055713	0.002614
0.055713	0.002685
0.056600	0.002685
0.056600	0.002756
0.056686	0.002756
0.056686	0.002826
0.058539	0.002826
0.058539	0.002897
0.058555	0.002897
0.058555	0.002968
0.058680	0.002968
0.058696	0.002968
0.059214	0.002968
0.059214	0.003038
0.060109	0.003038
0.060109	0.003109
0.060329	0.003109
0.060345	0.003109
0.060345	0.003180
0.061397	0.003180
0.061397	0.003250
0.067089	0.003250
0.067105	0.003250
0.067647	0.003250
0.067647	0.003321
0.067874	0.003321
0.067874	0.003392
0.068597	0.003392
0.068612	0.003392
0.069539	0.003392
0.069554	0.003392
0.071651	0.003392
0.071651	0.003462
0.072114	0.003462
0.072114	0.003533
0.072930	0.003533
0.072930	0.003604
0.073982	0.003604
0.073998	0.003604
0.073998	0.003674
0.074202	0.003674
0.074202	0.003745
0.075168	0.003745
0.075168	0.003816
0.078159	0.003816
0.078175	0.003816
0.078371	0.003816
0.078371	0.003886
0.079227	0.003886
0.079227	0.003957
0.080609	0.003957
0.080625	0.003957
0.081692	0.003957
0.081708	0.003957
0.082313	0.003957
0.082313	0.004028
0.082854	0.004028
0.082854	0.004098
0.083019	0.004098
0.083035	0.004098
0.083043	0.004098
0.083043	0.004169
0.083113	0.004169
0.083113	0.004240
0.084056	0.004240
0.084056	0.004310
0.084252	0.004310
0.084252	0.004381
0.085854	0.004381
0.085854	0.004452
0.086246	0.004452
0.086246	0.004522
0.086811	0.004522
0.086811	0.004593
0.087934	0.004593
0.087934	0.004664
0.088821	0.004664
0.088821	0.004734
0.088892	0.004734
0.088892	0.004805
0.089316	0.004805
0.089316	0.004876
0.089591	0.004876
0.089591	0.004946
0.089764	0.004946
0.089764	0.005017
0.089873	0.005017
0.089873	0.005088
0.090423	0.005088
0.090423	0.005158
0.090502	0.005158
0.090502	0.005229
0.090721	0.005229
0.090721	0.005300
0.092103	0.005300
0.092103	0.005370
0.093988	0.005370
0.094003	0.005370
0.095888	0.005370
0.095888	0.005441
0.095958	0.005441
0.095958	0.005512
0.097968	0.005512
0.097968	0.005582
0.098102	0.005582
0.098102	0.005653
0.098651	0.005653
0.098651	0.005724
0.098667	0.005724
0.098667	0.005794
0.098706	0.005794
0.098706	0.005865
0.099845	0.005865
0.099845	0.005936
0.100111	0.005936
0.100111	0.006006
0.101250	0.006006
0.101266	0.006006
0.102812	0.006006
0.102828	0.006006
0.103142	0.006006
0.103142	0.006077
0.106023	0.006077
0.106023	0.006148
0.106510	0.006148
0.106510	0.006218
0.106565	0.006218
0.106565	0.006289
0.107138	0.006289
0.107138	0.006360
0.107759	0.006360
0.107774	0.006360
0.108088	0.006360
0.108088	0.006430
0.108450	0.006430
0.108450	0.006501
0.108544	0.006501
0.108544	0.006572
0.110546	0.006572
0.110546	0.006642
0.110616	0.006642
0.110616	0.006713
0.110781	0.006713
0.110781	0.006783
0.111378	0.006783
0.111378	0.006854
0.112030	0.006854
0.112045	0.006854
0.112289	0.006854
0.112289	0.006925
0.113090	0.006925
0.113090	0.006995
0.113262	0.006995
0.113262	0.007066
0.113325	0.007066
0.113325	0.007137
0.114181	0.007137
0.114181	0.007207
0.114605	0.007207
0.114605	0.007278
0.114691	0.007278
0.114707	0.007278
0.115500	0.007278
0.115500	0.007349
0.116379	0.007349
0.116379	0.007419
0.116568	0.007419
0.116568	0.007490
0.116905	0.007490
0.116905	0.007561
0.117000	0.007561
0.117015	0.007561
0.117706	0.007561
0.117706	0.007631
0.117965	0.007631
0.117965	0.007702
0.118703	0.007702
0.118703	0.007843
0.119104	0.007843
0.119104	0.007914
0.119206	0.007914
0.119206	0.007985
0.119873	0.007985
0.119873	0.008055
0.120007	0.008055
0.120007	0.008126
0.121608	0.008126
0.121608	0.008197
0.122747	0.008197
0.122747	0.008267
0.124160	0.008267
0.124160	0.008338
0.124458	0.008338
0.124458	0.008409
0.124529	0.008409
0.124529	0.008479
0.125338	0.008479
0.125338	0.008550
0.125448	0.008550
0.125448	0.008621
0.125518	0.008621
0.125518	0.008691
0.125754	0.008691
0.125754	0.008762
0.125817	0.008762
0.125817	0.008833
0.126390	0.008833
0.126390	0.008903
0.126437	0.008903
0.126437	0.008974
0.126727	0.008974
0.126743	0.008974
0.127159	0.008974
0.127159	0.009045
0.127222	0.009045
0.127222	0.009115
0.131273	0.009115
0.131273	0.009186
0.132184	0.009186
0.132184	0.009257
0.132914	0.009257
0.132930	0.009257
0.133110	0.009257
0.133126	0.009257
0.133848	0.009257
0.133848	0.009327
0.134924	0.009327
0.134940	0.009327
0.135646	0.009327
0.135646	0.009398
0.135803	0.009398
0.135819	0.009398
0.136235	0.009398
0.136235	0.009469
0.137177	0.009469
0.137177	0.009539
0.137633	0.009539
0.137633	0.009610
0.139815	0.009610
0.139815	0.009681
0.141417	0.009681
0.141417	0.009751
0.141935	0.009751
0.141935	0.009822
0.142100	0.009822
0.142100	0.009893
0.142414	0.009893
0.142414	0.009963
0.142948	0.009963
0.142948	0.010034
0.143042	0.010034
0.143042	0.010105
0.143914	0.010105
0.143914	0.010175
0.144055	0.010175
0.144055	0.010246
0.144134	0.010246
0.144134	0.010317
0.144353	0.010317
0.144353	0.010387
0.144660	0.010387
0.144675	0.010387
0.145924	0.010387
0.145924	0.010458
0.146026	0.010458
0.146026	0.010529
0.146489	0.010529
0.146489	0.010599
0.147360	0.010599
0.147360	0.010670
0.147777	0.010670
0.147777	0.010741
0.147981	0.010741
0.147981	0.010811
0.150116	0.010811
0.150116	0.010882
0.150344	0.010882
0.150344	0.010953
0.150399	0.010953
0.150399	0.011023
0.150642	0.011023
0.150642	0.011094
0.150980	0.011094
0.150996	0.011094
0.151050	0.011094
0.151066	0.011094
0.152134	0.011094
0.152134	0.011164
0.152158	0.011164
0.152158	0.011235
0.152244	0.011235
0.152244	0.011306
0.152723	0.011306
0.152723	0.011376
0.152943	0.011376
0.152943	0.011447
0.153335	0.011447
0.153335	0.011518
0.153382	0.011518
0.153382	0.011588
0.154427	0.011588
0.154427	0.011659
0.154513	0.011659
0.154513	0.011730
0.155039	0.011730
0.155039	0.011800
0.155078	0.011800
0.155078	0.011871
0.155353	0.011871
0.155353	0.011942
0.155683	0.011942
0.155683	0.012012
0.155926	0.012012
0.155926	0.012083
0.156727	0.012083
0.156727	0.012154
0.157434	0.012154
0.157434	0.012224
0.157504	0.012224
0.157504	0.012295
0.157630	0.012295
0.157630	0.012366
0.158329	0.012366
0.158329	0.012436
0.159027	0.012436
0.159027	0.012507
0.159106	0.012507
0.159122	0.012507
0.159671	0.012507
0.159687	0.012507
0.160032	0.012507
0.160032	0.012578
0.160401	0.012578
0.160417	0.012578
0.161336	0.012578
0.161336	0.012648
0.162034	0.012648
0.162034	0.012719
0.162521	0.012719
0.162521	0.012790
0.162906	0.012790
0.162906	0.012860
0.163016	0.012860
0.163016	0.012931
0.163259	0.012931
0.163259	0.013002
